No.,OPVO Code,Subject Area,Program Name (EN),University (EN),Level,Status,Reg. Date,RK Citizens (KZT),Foreign Currency,Foreign Citizens (KZT/USD),English (EPVO),Price Data Year,RK (USD equiv.),Foreign (KZT equiv.)
157,6B06150,Information & Communication Technologies,Information Technology and AI,Kostanay Engineering and Economic University named after M. Dulatov,Bachelor,Updated,26.04.2024,510000,KZT,510000,No,2025-2026,1133,510000
158,7M04108,"Business, Economics & Law",Project Management,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,04.05.2020,1200000,KZT,1600000,Yes,2025-2026,2667,1600000
159,6B06107,Information & Communication Technologies,Financial Analytics,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,29.06.2019,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
160,6B11318,"Services, Tourism & Transport",Traffic Organization and Transport Operation,Kostanay Engineering and Economic University named after M. Dulatov,Bachelor,Updated,28.07.2019,510000,KZT,510000,No,2025-2026,1133,510000
161,6B04111,"Business, Economics & Law",Accounting and Audit,Turan,Bachelor,Updated,14.06.2022,1500000,KZT,1500000,Yes,2025-2026,3333,1500000
162,6B04105,"Business, Economics & Law",Finance,ALMAU,Bachelor,Updated,17.02.2020,3200000,KZT,3200000,Yes,2025-2026,7111,3200000
163,6B07112,Engineering & Technology,Electronic and Electrical Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,12.07.2019,1222560,KZT,1869900,Yes,2025-2026,2717,1869900
164,6B04103,"Business, Economics & Law",Business Administration in Entrepreneurship,ALMAU,Bachelor,Updated,21.02.2020,3200000,KZT,3200000,Yes,2025-2026,7111,3200000
165,7M04115,"Business, Economics & Law",Marketing,Almaty Humanitarian Economic University,Master,Updated,27.08.2019,850000,KZT,850000,No,2025-2026,1889,850000
166,6B04109,"Business, Economics & Law",Public Service and Administration,Turan,Bachelor,Updated,28.08.2024,1500000,KZT,1500000,Yes,2025-2026,3333,1500000
167,6B11101,"Services, Tourism & Transport",Restaurant Business and Hospitality,ALMAU,Bachelor,Updated,03.12.2025,3200000,KZT,3200000,Yes,2025-2026,7111,3200000
168,7M11210,"Services, Tourism & Transport",Life Safety and Environmental Protection,M. Auezov South Kazakhstan University NPJSC,Master,Updated,16.08.2019,800000,KZT,933000,Yes,2025-2026,1778,933000
169,7M08710,"Agriculture, Food & Veterinary",Agricultural Engineering and Technologies,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,06.09.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
170,7M11300,"Services, Tourism & Transport",Road Transport Organization and Traffic Management,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,24.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
171,7M03101,Social Sciences & Journalism,International Relations,UIB,Master,Updated,18.05.2020,1899000,KZT,1899000,Yes,2025-2026,4220,1899000
172,6B02303,Arts & Humanities,Intercultural and Communicative Translation,Turan,Bachelor,Updated,13.08.2019,1500000,KZT,1500000,No,2025-2026,3333,1500000
173,8D03101,Social Sciences & Journalism,Psychology (PhD),Turan,Doctoral (PhD),Updated,25.06.2021,2200000,KZT,2200000,Yes,2025-2026,4889,2200000
174,6B07234,Engineering & Technology,Oil and Gas Engineering,Kazakh University of Technology and Business named after K. Kulazhanov JSC,Bachelor,Included,11.03.2026,980000,KZT,980000,No,2025-2026,2178,980000
175,6B02301,Arts & Humanities,Translation and Interpretation,Kazakh anerican free univ,Bachelor,Updated,02.06.2023,620000,KZT,620000,Yes,2025-2026,1378,620000
176,7M08700,"Agriculture, Food & Veterinary",Agricultural Engineering and Technology,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,05.09.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
177,7M08101,"Agriculture, Food & Veterinary",Soil Science and Agrochemistry,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,11.12.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
178,6B05315,Natural Sciences & Mathematics,Analytical Chemistry,International University Astana LLP,Bachelor,Updated,02.07.2024,950000,KZT,,Yes,2025-2026,2111,
179,7M05100,Natural Sciences & Mathematics,Biotechnology,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,13.08.2020,1278060,KZT,1725381,No,2025-2026,2840,1725381
180,7M04108,"Business, Economics & Law",Project Management,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,21.11.2022,1200000,KZT,1600000,Yes,2025-2026,2667,1600000
181,6B10117,Healthcare & Medicine,Pediatrics,Asfendiyarov Kazakh National Medical University NPJSC,Bachelor,Updated,02.06.2025,1500000,KZT,3000000,Yes,2025-2026,3333,3000000
182,6B07118,Engineering & Technology,Transport Structures,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,23.07.2024,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
183,6B07504,Engineering & Technology,Engineering and Innovative Measurement Technologies,ALMAU,Bachelor,Updated,05.04.2024,2900000,KZT,,No,2025-2026,6444,
184,8D04201,"Business, Economics & Law",Jurisprudence (PhD),Kazakh anerican free univ,Doctoral (PhD),Updated,30.07.2019,620000,KZT,620000,No,2025-2026,1378,620000
185,6B01201,Education,Preschool education and upbringing,Non-profit joint-stock company «Arqalyq Pedagogical University named after Ybyrai Altynsarin,Bachelor,Updated,05.08.2019,625000,KZT,625000,Yes,2025-2026,1389,625000
186,7M04107,"Business, Economics & Law",Master of Business Administration (by industry),Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,29.08.2019,1500000,KZT,1600000,Yes,2025-2026,3333,1600000
187,7M04202,"Business, Economics & Law",Jurisprudence (Master's),Kazakh anerican free univ,Master,Updated,12.11.2019,620000,KZT,620000,No,2025-2026,1378,620000
188,6B01606,Education,History,Eurasian Humanities Institute named after A.K. Kussainov,Bachelor,Updated,12.07.2019,930000,KZT,930000,No,2025-2026,2067,930000
189,6B01402,Education,Physical Culture and Sport (IP),Kazakh anerican free univ,Bachelor,Updated,11.11.2019,620000,KZT,620000,No,2025-2026,1378,620000
190,6B01511,Education,Geography-History,NJC «KazNWTTU,Bachelor,Updated,02.09.2025,1000000,KZT,1000000,No,2025-2026,2222,1000000
191,7M06102,Information & Communication Technologies,Machine Learning & Data Science,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,19.09.2019,1725000,KZT,2300000,Yes,2025-2026,3833,2300000
192,6B03101,Social Sciences & Journalism,International Relations,Kazakh anerican free univ,Bachelor,Updated,22.05.2020,620000,KZT,620000,No,2025-2026,1378,620000
193,6B07302,Engineering & Technology,Civil Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Included,07.04.2026,1200000,KZT,1836000,Yes,2025-2026,2667,1836000
194,6B01510,Education,Geography,NJC «KazNWTTU,Bachelor,Updated,18.07.2025,1000000,KZT,1000000,No,2025-2026,2222,1000000
195,6B01402,Education,Physical Culture and Sport (IP),Kazakh anerican free univ,Bachelor,Updated,26.07.2019,620000,KZT,620000,No,2025-2026,1378,620000
196,6B02303,Arts & Humanities,Intercultural and Communicative Translation,Turan,Bachelor,Updated,05.06.2020,1500000,KZT,1500000,No,2025-2026,3333,1500000
197,7M04111,"Business, Economics & Law",Finance (Master's - 2 years),Turan,Master,Updated,02.08.2019,1573200,KZT,1573200,Yes,2025-2026,3496,1573200
198,6B02302,Arts & Humanities,Foreign Philology (European: English-French/Spanish/German),Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Bachelor,Updated,17.07.2019,1190000,KZT,1400000,Yes,2025-2026,2644,1400000
199,7M04107,"Business, Economics & Law",Master of Business Administration (by industry),Satbayev Kazakh National Research Technical University NPJSC,Master,Included,27.02.2026,1500000,KZT,1600000,Yes,2025-2026,3333,1600000
200,7M04101,"Business, Economics & Law",Management (2 years),ALMAU,Master,Updated,13.08.2019,2310000,KZT,2310000,No,2025-2026,5133,2310000
201,7R01173,Healthcare & Medicine,Pediatric Nephrology,Turan,Residency,Included,10.03.2026,1284000,KZT,,No,2025-2026,2853,
202,7M04108,"Business, Economics & Law",Project Management,Satbayev Kazakh National Research Technical University NPJSC,Master,Included,20.03.2026,1200000,KZT,1600000,Yes,2025-2026,2667,1600000
203,6B01902,Education,Speech Therapy,Kyzylorda University Bolashak LLP,Bachelor,Updated,22.12.2023,450000,KZT,450000,No,2025-2026,1000,450000
204,7R01163,Healthcare & Medicine,Pediatric Allergology and Immunology,Turan,Residency,Included,27.02.2026,1284000,KZT,,No,2025-2026,2853,
205,7M04128,"Business, Economics & Law",Financial Technology and Business Digital Transformation,UIB,Master,Updated,06.04.2022,1899000,KZT,1899000,No,2025-2026,4220,1899000
206,6B01202,Education,Educator and Speech Therapist of Pre-school Organizations,NJC «KazNWTTU,Bachelor,Updated,22.01.2024,1000000,KZT,1000000,No,2025-2026,2222,1000000
207,6B01703,Education,Foreign language: two foreign languages,Non-profit joint-stock company «Arqalyq Pedagogical University named after Ybyrai Altynsarin,Bachelor,Included,01.04.2026,625000,KZT,625000,No,2025-2026,1389,625000
208,6B01707,Education,Russian Language and Literature in Schools (IP),Kazakh anerican free univ,Bachelor,Updated,11.07.2024,620000,KZT,620000,No,2025-2026,1378,620000
209,6B01407,Education,Physical Education and Sports (IP),International Taraz university named after Sherkhan Murtaza,Bachelor,Updated,01.12.2023,620000,KZT,620000,No,2025-2026,1378,620000
210,7M07300,Engineering & Technology,Architecture,Satbayev Kazakh National Research Technical University NPJSC,Master,Included,16.03.2026,1278060,KZT,1725381,No,2025-2026,2840,1725381
211,7M03133,Social Sciences & Journalism,Counseling Psychology,NJC «KazNWTTU,Master,Updated,02.06.2023,1100000,KZT,,No,2025-2026,2444,
212,7M04124,"Business, Economics & Law",Finance,NJC «KazNWTTU,Master,Updated,17.05.2020,1100000,KZT,,Yes,2025-2026,2444,
213,8D04101,"Business, Economics & Law",Management (PhD),ALMAU,Doctoral (PhD),Updated,11.11.2020,1500000,KZT,1500000,Yes,2025-2026,3333,1500000
214,7M07115,Engineering & Technology,Thermal Power Plants,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Master,Updated,23.08.2019,1500000,KZT,3600000,No,2025-2026,3333,3600000
215,7M07312,Engineering & Technology,Architecture (Profile Direction),International Educational Corporation LLP,Master,Updated,02.09.2019,1100000,KZT,1100000,No,2025-2026,2444,1100000
216,6В10102,Healthcare & Medicine,Medicine,UIB,Bachelor,Updated,08.01.2024,1899000,KZT,1899000,Yes,2025-2026,4220,1899000
217,7M02142,Arts & Humanities,Folk Instruments (Dombra),Kazakh National Academy of Arts named after Temirbek Zhurgenov under the Ministry of Culture and Information of the Republic of Kazakhstan,Master,Updated,27.08.2019,,,,No,,,
218,6B07203,Engineering & Technology,Metallurgy and Mineral Processing,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,16.05.2023,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
219,7M04108,"Business, Economics & Law",Project Management,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,28.07.2021,1200000,KZT,1600000,Yes,2025-2026,2667,1600000
220,7M07101,Engineering & Technology,Automation and Robotics,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,06.09.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
221,7M07111,Engineering & Technology,Digital Engineering of Machines and Equipment,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,14.08.2019,1500000,KZT,2000000,Yes,2025-2026,3333,2000000
222,7M04106,"Business, Economics & Law",Finance (2 years),ALMAU,Master,Updated,19.08.2022,2310000,KZT,2310000,No,2025-2026,5133,2310000
223,6B06101,Information & Communication Technologies,Information Systems,ALMAU,Bachelor,Updated,05.12.2019,2900000,KZT,2900000,Yes,2025-2026,6444,2900000
224,7M08210,"Agriculture, Food & Veterinary",Livestock Production Technology,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,20.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
225,7M07211,Engineering & Technology,Technology of Woodworking and Wood Products (Scientific and Pedagogical Direction),International Educational Corporation LLP,Master,Updated,20.08.2019,1100000,KZT,1100000,No,2025-2026,2444,1100000
226,7M04102,"Business, Economics & Law",Project Management (2 years),ALMAU,Master,Updated,23.07.2021,2310000,KZT,2310000,Yes,2025-2026,5133,2310000
227,6B07202,Engineering & Technology,Geology and Exploration of Mineral Deposits,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,20.02.2020,1166940,KZT,1785000,Yes,2025-2026,2593,1785000
228,7M05210,Natural Sciences & Mathematics,Ecology,M. Auezov South Kazakhstan University NPJSC,Master,Updated,23.08.2019,800000,KZT,933000,Yes,2025-2026,1778,933000
229,7M04104,"Business, Economics & Law",Executive MBA,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,19.06.2020,1200000,KZT,1600000,Yes,2025-2026,2667,1600000
230,7M07300,Engineering & Technology,Civil Engineering,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,23.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
231,7M07201,Engineering & Technology,Automation and Digitalisation of Metallurgical Processes,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,30.12.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
232,6B07113,Engineering & Technology,Robotics and Mechatronics,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,06.06.2022,1222560,KZT,1869900,Yes,2025-2026,2717,1869900
233,7M04106,"Business, Economics & Law",Economic Analysis,Satbayev Kazakh National Research Technical University NPJSC,Master,Included,11.12.2025,1500000,KZT,1600000,Yes,2025-2026,3333,1600000
234,6B06103,Information & Communication Technologies,Software Engineering,ALMAU,Bachelor,Updated,19.12.2019,2900000,KZT,2900000,Yes,2025-2026,6444,2900000
235,7M04110,"Business, Economics & Law",Management (1 year),ALMAU,Master,Updated,05.07.2019,2310000,KZT,2310000,No,2025-2026,5133,2310000
236,6B06102,Information & Communication Technologies,Computer Science,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,29.10.2019,1278060,KZT,1954980,Yes,2025-2026,2840,1954980
237,7M04100,"Business, Economics & Law",Economics,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,13.08.2019,905760,KZT,1222776,No,2025-2026,2013,1222776
238,6B06109,Information & Communication Technologies,Information Systems in Business,International Information Technology University JSC,Bachelor,Updated,23.07.2019,2400000,KZT,2400000,Yes,2025-2026,5333,2400000
239,6B04102,"Business, Economics & Law",Mathematical Economics and Data Analysis,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,05.08.2019,905760,KZT,1700000,Yes,2025-2026,2013,1700000
240,7M07212,Engineering & Technology,Petroleum Engineering,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,01.08.2019,1200000,KZT,1600000,Yes,2025-2026,2667,1600000
241,7M07202,Engineering & Technology,Petroleum Engineering,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,10.07.2019,1500000,KZT,2000000,Yes,2025-2026,3333,2000000
242,7M07110,Engineering & Technology,Chemical Processes and Production of Chemical Materials,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,02.10.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
243,7M08110,"Agriculture, Food & Veterinary",Agronomy,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,26.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
244,7M08100,"Agriculture, Food & Veterinary",Agronomy,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,23.05.2020,1278060,KZT,1725381,No,2025-2026,2840,1725381
245,7M07302,Engineering & Technology,Architecture and Urban Planning,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,22.11.2019,1700040,KZT,2265960,No,2025-2026,3778,2265960
246,6B01302,Education,Primary Education (IP),Kazakh anerican free univ,Bachelor,Updated,02.02.2024,620000,KZT,620000,No,2025-2026,1378,620000
247,7M07100,Engineering & Technology,Chemical Engineering and Processes,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,04.08.2019,1278060,KZT,1725381,No,2025-2026,2840,1725381
248,7M04103,"Business, Economics & Law",Project Management,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,07.06.2020,1200000,KZT,1600000,Yes,2025-2026,2667,1600000
